id,access,additional_house_rules,allows_events,amenities,avg_rating,bathrooms,bedrooms,beds,business_travel_ready,can_instant_book,city,coordinates,country,description,host_id,house_rules,is_hotel,latitude,listing_expectations,longitude,monthly_price_factor,name,neighborhood,neighborhood_overview,person_capacity,photo_count,place_id,price_rate,price_rate_type,province,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,review_count,room_and_property_type,room_type,room_type_category,satisfaction_guest,star_rating,state,total_price,url,weekly_price_factor,transit,interaction,product_id,source,updated_at
40346779,,,False,"['Hair dryer', 'Cleaning products', 'Biały Jeleń shampoo', 'Biały Jeleń body soap', 'Hot water', 'Shower gel', 'Free washer – In building', 'Essentials - Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Iron', 'Clothing storage: closet', 'TV', 'Baby bath', 'Central heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Pocket wifi', 'Kitchen - Space where guests can cook their own meals', 'Refrigerator', 'Microwave', 'Cooking basics - Pots and pans, oil, salt and pepper', 'Dishes and silverware - Bowls, chopsticks, plates, cups, etc.', 'Freezer', 'Stove', 'Oven', 'Hot water kettle', 'Coffee maker', 'Wine glasses', 'Toaster', 'Baking sheet', 'Dining table', 'Coffee', 'Private entrance - Separate street or building entrance', 'Patio or balcony', 'Backyard - An open space on the property usually covered in grass', 'Free street parking', 'Paid parking on premises', 'Self check-in', 'Keypad - Check yourself into the home with a door code']",4.94,1.0,1,1,False,True,Wrocław,"{'lon': 17.03851, 'lat': 51.1035}",Poland,"Beautiful, freshly renovated apartment in an old tenant house 5 minutes walk from trainstation and 7 minutes walk to the Market Square. Well equipped kitchen, bathroom, room with outstanding view, very comfortable renovated vintage chairs & armchairs and super pleasing bedding! Nearby there are lot of restaurants, pubs, clubs, coffee-houses, shops and of course beautiful architecture of the city.",157238162,"['Check-in after 4:00 PM', 'Checkout before 11:00 AM', '2 guests maximum']",False,51.1035,,17.03851,,Podwale Mauve Pink - apartment with balcony,Stare Miasto,,2,5,ChIJv4q11MLpD0cR9eAFwq5WCbc,270,night,,4.95,4.98,4.94,4.91,4.94,4.87,191,Entire serviced apartment,Entire home/apt,entire_home,4.94,5.0,Lower Silesian Voivodeship,270,https://www.airbnb.com/rooms/40346779,,,,U3RheUxpc3Rpbmc6NDAzNDY3Nzk=,airbnb,2023-07-04 13:56:57.925701
43993261,,,False,"['Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Washer', 'Essentials - Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Iron', 'TV', 'Baby bath', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Kitchen - Space where guests can cook their own meals', 'Refrigerator', 'Cooking basics - Pots and pans, oil, salt and pepper', 'Dishes and silverware - Bowls, chopsticks, plates, cups, etc.', 'Dishwasher', 'Stove', 'Oven', 'Coffee maker', 'Baking sheet', 'Private entrance - Separate street or building entrance', 'Patio or balcony', 'Paid parking on premises', 'Self check-in', 'Keypad - Check yourself into the home with a door code']",4.88,1.0,1,1,False,True,Wrocław,"{'lon': 17.03075, 'lat': 51.10943}",Poland,"Beautiful, renovated apartment in an old tenant house in the middle of Old Town in Wrocław. Well equipped kitchen, bathroom, terrace and super pleasing bedding! Nearby there are lot of restaurants, pubs, clubs, coffee-houses, shops and of course beautiful architecture of the city.",157238162,"['Check-in after 4:00 PM', 'Checkout before 11:00 AM', '2 guests maximum']",False,51.10943,,17.03075,,NEO Rynek / Old Town / Breslau,Stare Miasto,,2,14,ChIJv4q11MLpD0cR9eAFwq5WCbc,320,night,,4.92,4.93,4.89,4.84,4.96,4.89,180,Entire rental unit,Entire home/apt,entire_home,4.88,5.0,Lower Silesian Voivodeship,320,https://www.airbnb.com/rooms/43993261,,,,U3RheUxpc3Rpbmc6NDM5OTMyNjE=,airbnb,2023-07-04 13:57:02.130694
845342537066624905,,,False,"['Hair dryer', 'Hot water', 'Essentials - Towels, bed sheets, soap, and toilet paper', 'Iron', 'TV', 'Central heating', 'Security cameras on property', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Kitchen - Space where guests can cook their own meals', 'Paid parking on premises']",4.64,1.0,1,2,False,True,Wrocław,"{'lon': 17.02855336441801, 'lat': 51.112070665629}",Poland,,382261216,"['Check-in: 3:00 PM - 10:00 PM', 'Checkout before 11:00 AM', '4 guests maximum']",False,51.112070665629,,17.02855336441801,,Rzeźnicza 24,Stare Miasto,,4,35,ChIJv4q11MLpD0cR9eAFwq5WCbc,314,night,,4.82,4.73,5.0,5.0,4.82,4.55,11,Entire rental unit,Entire home/apt,entire_home,4.64,4.5,Lower Silesian Voivodeship,314,https://www.airbnb.com/rooms/845342537066624905,,"To reach the entrance of the building, you'll need to turn by La Scala restaurant from Rzeźnicza street and head towards the courtyard. Our cozy apartment is situated on the second floor (there is no lift).",You can reach me by phone daily from 9:00 AM to 10:00 PM. Please don't hesitate to get in touch if you need any help.,U3RheUxpc3Rpbmc6ODQ1MzQyNTM3MDY2NjI0OTA1,airbnb,2023-07-04 13:57:03.232582
844876325664343945,,,False,"['Hair dryer', 'Hot water', 'Washer', 'Dryer', 'Essentials - Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Iron', 'Clothing storage: walk-in closet', 'TV', 'Air conditioning', 'Central heating', 'Wifi', 'Kitchen - Space where guests can cook their own meals', 'Refrigerator', 'Cooking basics - Pots and pans, oil, salt and pepper', 'Dishes and silverware - Bowls, chopsticks, plates, cups, etc.', 'Freezer', 'Dishwasher', 'Stove', 'Oven', 'Hot water kettle', 'Coffee maker: Nespresso', 'Wine glasses', 'Private patio or balcony', 'Elevator - The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide.', 'Paid parking on premises', 'Long term stays allowed - Allow stay for 28 days or more']",5.0,1.0,1,1,False,True,Wrocław,"{'lon': 17.0270409, 'lat': 51.1150755}",Poland,"A modern apartament in a prestigious location at 43 Ksiecia Witolda St. The apartment has been designed in loft style, for guests who appreciate minimalist yet cosy interiors. The investment's neighbourhood is rich in retail, service and catering offer. You can walk to the Wrocław Market Square in about 10 minutes. An ideal place for those who appreciate the charms of city life.The spaceSpacious fully furnished apartment of 40m2 in a modern apartment building.  Large separate bedroom with comfortable bed, desk for work or study, and exit to terrace overlooking the city. Stylish living room with SMART TV connected to an equipped kitchenette. There you will find the necessary equipment such as dishwasher, fridge, oven, Nespresso machine with capsules, tea, sugar, and cooking equipment. In the bathroom there is a comfortable walk-in shower, washing machine, storage cupboards and a prepared towel set. As an added bonus, there is a walk-in wardrobe to keep you comfortable during your extended stay and air conditioning. This is a apartament finished with attention to detail.Guest accessYou book the entire apartment for exclusivity. On the floor of the apartment you will enter by elevator.I offer the possibility to rent a parking space in the underground garage at the price of 60zł/day (the number of spaces is limited, therefore, advance reservation is required).Other things to noteI issue a VAT invoice.",11768927,"['Check-in: 3:00 PM - 11:00 PM', 'Checkout before 11:00 AM', '4 guests maximum']",False,51.1150755,,17.0270409,,apartamenty-wroc Księcia Witolda KW5,Stare Miasto,,4,15,ChIJv4q11MLpD0cR9eAFwq5WCbc,319,night,,5.0,4.8,4.8,5.0,4.8,5.0,5,Entire rental unit,Entire home/apt,entire_home,5.0,5.0,Lower Silesian Voivodeship,319,https://www.airbnb.com/rooms/844876325664343945,,,,U3RheUxpc3Rpbmc6ODQ0ODc2MzI1NjY0MzQzOTQ1,airbnb,2023-07-04 13:57:09.177952
45420229,,,False,"['Hair dryer', 'Hot water', 'Washer', 'Essentials - Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Iron', 'TV', 'Crib', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Wifi', 'Dedicated workspace', 'Kitchen - Space where guests can cook their own meals', 'Refrigerator', 'Microwave', 'Cooking basics - Pots and pans, oil, salt and pepper', 'Dishes and silverware - Bowls, chopsticks, plates, cups, etc.', 'Dishwasher', 'Stove', 'Oven', 'Backyard - An open space on the property usually covered in grass', 'Paid parking garage on premises – 1 space', 'Single level home - No stairs in home', 'Self check-in', 'Lockbox']",4.89,1.0,1,2,False,True,Wrocław,"{'lon': 17.02392, 'lat': 51.11679}",Poland,"Ekskluzywny apartament zlokalizowany w centrum Wrocławia- 15min pieszo od Rynku - doskonale skomunikowany z każdą częścią miasta. Wyjątkowe miejsce na mapie Wrocławia, które łączy w sobie kameralną atmosferę z łatwym dostępem do wielkomiejskich atrakcji. Zielone serce Wrocławia położone w bezpośrednim otoczeniu Odry daje możliwość zarówno aktywnego spędzania czasu, jak i wypoczynku wśród drzew. Apartament posiada łóżko małżeńskie, salon z dwuosobową rozkładaną sofą.",11338932,"['Check-in after 4:00 PM', 'Checkout before 10:00 AM', '4 guests maximum']",False,51.11679,,17.02392,,Old Town Mieszczanska Apartment- heart of Wroclaw,Śródmieście,,4,61,ChIJv4q11MLpD0cR9eAFwq5WCbc,249,night,,4.97,4.98,4.8,5.0,4.92,4.88,133,Entire rental unit,Entire home/apt,entire_home,4.89,5.0,Lower Silesian Voivodeship,249,https://www.airbnb.com/rooms/45420229,,,,U3RheUxpc3Rpbmc6NDU0MjAyMjk=,airbnb,2023-07-04 13:57:13.687687
42619225,,,False,"['Hair dryer', 'Hot water', 'Dryer', 'Essentials - Towels, bed sheets, soap, and toilet paper', 'Bed linens', 'Iron', 'TV', 'Crib', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen - Space where guests can cook their own meals', 'Refrigerator', 'Cooking basics - Pots and pans, oil, salt and pepper', 'Dishes and silverware - Bowls, chopsticks, plates, cups, etc.', 'Dishwasher', 'Stove', 'Oven', 'Coffee maker', 'Baking sheet', 'Waterfront - Right next to a body of water', 'Backyard - An open space on the property usually covered in grass', 'Elevator - The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide.', 'Paid parking garage on premises – 1 space', 'Pets allowed - Assistance animals are always allowed', ""Luggage dropoff allowed - For guests' convenience when they have early arrival or late departure"", 'Long term stays allowed - Allow stay for 28 days or more', 'Self check-in', 'Lockbox']",4.79,1.0,1,1,False,True,Wrocław,"{'lon': 17.02345, 'lat': 51.12059}",Poland,Kępa Mieszczańska is a unique place on the map of Wrocław. The building is located in the immediate vicinity of the Oder River and offers the opportunity to both actively spend time and relax among the trees. The location combines intimate atmosphere with easy access to city attractions. To the market only 15 minutes on foot.,11338932,"['Check-in after 4:00 PM', 'Checkout before 10:00 AM', '2 guests maximum']",False,51.12059,,17.02345,,"Old Town Mieszczanska, 15min walk to Main Square",Śródmieście,,2,85,ChIJv4q11MLpD0cR9eAFwq5WCbc,249,night,,4.9,4.99,4.8,4.95,4.85,4.79,183,Entire rental unit,Entire home/apt,entire_home,4.79,5.0,Lower Silesian Voivodeship,249,https://www.airbnb.com/rooms/42619225,,,,U3RheUxpc3Rpbmc6NDI2MTkyMjU=,airbnb,2023-07-04 13:57:18.365642
894690350652661740,,,False,"['Hair dryer', 'Washer', 'Essentials - Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Iron', 'TV', 'Air conditioning', 'Heating', 'Wifi', 'Kitchen - Space where guests can cook their own meals', 'Cooking basics - Pots and pans, oil, salt and pepper', 'Oven', 'Patio or balcony', 'Elevator - The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide.', 'Self check-in', 'Keypad - Check yourself into the home with a door code']",,1.0,0,1,False,True,Wrocław,"{'lon': 17.0279852, 'lat': 51.1204237}",Poland,A stylish place to stay in the center.,11768927,"['Check-in after 3:00 PM', 'Checkout before 11:00 AM', '2 guests maximum']",False,51.1204237,,17.0279852,,apartamenty-wroc Kurkowa 32 D4,Śródmieście,,2,0,ChIJv4q11MLpD0cR9eAFwq5WCbc,269,night,,,,,,,,0,Entire rental unit,Entire home/apt,entire_home,,,Lower Silesian Voivodeship,269,https://www.airbnb.com/rooms/894690350652661740,,,,U3RheUxpc3Rpbmc6ODk0NjkwMzUwNjUyNjYxNzQw,airbnb,2023-07-04 13:57:21.531401
30533842,,,False,"['Hair dryer', 'Cleaning products', 'Hot water', 'Washer', 'Essentials - Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Iron', 'TV', 'Central heating', 'Wifi', 'Kitchen - Space where guests can cook their own meals', 'Refrigerator', 'Cooking basics - Pots and pans, oil, salt and pepper', 'Dishes and silverware - Bowls, chopsticks, plates, cups, etc.', 'Dishwasher', 'Stove', 'Oven', 'Hot water kettle', 'Coffee maker: Nespresso', 'Wine glasses', 'Baking sheet', 'Dining table', 'Private entrance - Separate street or building entrance', 'Laundromat nearby', 'Patio or balcony', 'Elevator - The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide.', 'Paid parking garage on premises', ""Luggage dropoff allowed - For guests' convenience when they have early arrival or late departure"", 'Long term stays allowed - Allow stay for 28 days or more', 'Self check-in', 'Building staff - Someone is available 24 hours a day to let guests in']",4.9,1.0,0,1,False,False,Wrocław,"{'lon': 17.03015, 'lat': 51.1149}",Poland,"Cosy and modern studio in a new apartment building with a beautiful view of the Odra River. Apartment located 5 minutes on foot from the Old Town.The spaceThe studio is furnished with a large hotel bed and faces a large window with direct views of the river. There is also a SMART TV in the bedroom area. In the kitchenette you will find an electric hob, oven, cooking utensils, fridge, dishwasher and Nespresso capsule machine. The bathroom has a spacious shower, washing machine and a prepared towel set.The apartment also has a balcony.Guest accessYou book the entire apartment for exclusivity. There is a lift in the buildingAdditionally, you can rent a parking space in the underground garage for 60PLN per day.Other things to noteThe newly renovated Pomorski Bridge provides great communication with other parts of the city - a public transport stop right next to the building where the flat is located.If you are on a business trip, I also issue VAT invoices.",11768927,"['Check-in: 3:00 PM - 11:00 PM', 'Checkout before 11:00 AM', '2 guests maximum']",False,51.1149,,17.03015,,apartamenty-wroc Bulwary Książęce B3,Stare Miasto,,2,9,ChIJv4q11MLpD0cR9eAFwq5WCbc,339,night,,4.9,4.84,4.91,4.96,4.93,4.88,108,Entire rental unit,Entire home/apt,entire_home,4.9,5.0,Lower Silesian Voivodeship,339,https://www.airbnb.com/rooms/30533842,,,,U3RheUxpc3Rpbmc6MzA1MzM4NDI=,airbnb,2023-07-04 13:57:25.814098
922250455541752104,,,False,"['Hair dryer', 'Hot water', 'Washer', 'Dryer', 'Essentials - Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'Clothing storage: closet', 'TV', 'Portable fans', 'Central heating', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Kitchen - Space where guests can cook their own meals', 'Refrigerator', 'Cooking basics - Pots and pans, oil, salt and pepper', 'Dishes and silverware - Bowls, chopsticks, plates, cups, etc.', 'Freezer', 'Dishwasher', 'Induction stove', 'Oven', 'Hot water kettle', 'Wine glasses', 'Baking sheet', 'Coffee', 'Long term stays allowed - Allow stay for 28 days or more', 'Self check-in', 'Lockbox']",,1.0,1,1,False,False,Wrocław,"{'lon': 17.0359324, 'lat': 51.1082615}",Poland,"Modern, industrial studio in the heart of Wroclaw - just 150m from the Market Square! The view from the window to the enclosed backyard provides peace and quiet in the heart of the city.Amenities: - Smart TV- WiFi- Dishwasher- Dryer- Washer- Refrigerator with freezer- Ironing board and  iron",34680504,"['Check-in after 3:00 PM', 'Checkout before 11:00 AM', '2 guests maximum']",False,51.1082615,,17.0359324,,NiceOne Apartment No.3 - 150 m od Rynku!,Stare Miasto,,2,0,ChIJv4q11MLpD0cR9eAFwq5WCbc,272,night,,,,,,,,0,Entire rental unit,Entire home/apt,entire_home,,,Lower Silesian Voivodeship,272,https://www.airbnb.com/rooms/922250455541752104,,,,U3RheUxpc3Rpbmc6OTIyMjUwNDU1NTQxNzUyMTA0,airbnb,2023-07-04 13:57:28.212702
559876778822281867,,,False,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Hot water', 'Shower gel', 'Essentials - Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Iron', 'Clothing storage: walk-in closet', 'HDTV with Netflix', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Pocket wifi', 'Kitchen - Space where guests can cook their own meals', 'Refrigerator', 'Cooking basics - Pots and pans, oil, salt and pepper', 'Dishes and silverware - Bowls, chopsticks, plates, cups, etc.', 'Freezer', 'Dishwasher', 'Stove', 'Oven', 'Hot water kettle', 'Wine glasses', 'Baking sheet', 'Dining table', 'Coffee', 'Shared backyard – Not fully fenced - An open space on the property usually covered in grass', 'Elevator - The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide.', 'Paid street parking off premises', 'Single level home - No stairs in home', 'Self check-in', 'Keypad - Check yourself into the home with a door code']",4.95,1.0,1,1,False,True,Wrocław,"{'lon': 17.0397, 'lat': 51.11493}",Poland,"Beautiful, freshly renovated apartment in a high standard building 5 minutes walk to Market Square. Well equipped kitchen, bathroom, room with outstanding view, very comfortable sofa and super pleasing bedding! Nearby there are lot of restaurants, pubs, clubs, coffee-houses, shops and of course beautiful architecture of the city.",157238162,"['Check-in after 4:00 PM', 'Checkout before 11:00 AM', '2 guests maximum']",False,51.11493,,17.0397,,MM18 Apartment - with river view,Śródmieście,,2,9,ChIJv4q11MLpD0cR9eAFwq5WCbc,280,night,,4.98,4.98,5.0,4.84,4.95,4.86,43,Entire serviced apartment,Entire home/apt,entire_home,4.95,5.0,Lower Silesian Voivodeship,280,https://www.airbnb.com/rooms/559876778822281867,,,,U3RheUxpc3Rpbmc6NTU5ODc2Nzc4ODIyMjgxODY3,airbnb,2023-07-04 13:57:31.633709
